analysis_date,symbol,expiry,strike,stock_price,call_bid,call_ask,call_volume,call_open_interest,call_bid_iv,call_ask_iv,call_mid_iv,call_model_iv,call_delta,call_gamma,call_vega,call_theta,put_bid,put_ask,put_volume,put_open_interest,put_bid_iv,put_ask_iv,put_mid_iv,put_model_iv,put_delta,put_gamma,put_vega,put_theta,expiry_date,days_to_expiry,dte_diff,atm_diff,straddle_bid,straddle_ask,straddle_mid,spread_abs,spread_pct_mid,min_leg_volume,total_volume,min_leg_open_interest,total_open_interest,IV30D,IV180D,iv_slope,side,rank_desc,rank_asc
2026-02-25,FFIV,20260320,280.0,275.33,6.7,8.6,7.0,0.0,0.3060727284964518,0.3751064476846109,0.3405895880905313,0.3276042714550479,0.448343042449233,0.017571805610994,0.2786616410972291,-0.2047652472022498,10.3,12.1,0.0,111.0,0.293042008410826,0.3592322109213748,0.3261371096661004,0.3276042714550479,-0.5558278504537078,0.0178042503327282,0.2759740067808973,-0.1777059996271024,2026-03-20,23,7,4.670000000000016,17.0,20.7,18.85,3.6999999999999993,0.19628647214854106,0.0,7.0,0.0,111.0,0.3369701943980949,0.4115861293160958,0.18128875004117614,long_straddle,11,11
2026-02-25,CROX,20260320,95.0,94.03,3.0,3.7,19.0,0.0,0.3538472603448421,0.4280166951261318,0.3909319777354869,0.4072553842775984,0.4903231303460078,0.0415989523335637,0.0943417134822839,-0.089079250760395,3.8,4.3,38.0,117.0,0.3596704898881024,0.4127067642819378,0.3861886270850201,0.4072553842775984,-0.5124366944023762,0.0419865242252243,0.0942500590516681,-0.07971073934665,2026-03-20,23,7,0.9699999999999989,6.8,8.0,7.4,1.2000000000000002,0.16216216216216217,19.0,57.0,0.0,117.0,0.3842625358594672,0.4658219364727585,0.1750870756127668,long_straddle,12,12
2026-02-25,ELF,20260327,94.0,93.75,5.35,6.55,0.0,0.0,0.4920712881756008,0.604551804989435,0.5483115465825179,0.55828801457869,0.5339693556990331,0.0266378910554756,0.1066292207704888,-0.1047501230579861,5.25,6.45,2.0,0.0,0.4962572991963764,0.6087630239033349,0.5525101615498557,0.55828801457869,-0.4681228574794868,0.0268308063873209,0.1066111098031985,-0.0954772572271931,2026-03-27,30,0,0.25,10.6,13.0,11.8,2.4000000000000004,0.2033898305084746,0.0,2.0,0.0,0.0,0.5504108540661867,0.6653004595200747,0.17268830016556042,long_straddle,13,13
2026-02-25,AVTR,20260417,9.0,9.07,0.7,0.8,1.0,0.0,0.4773236088010585,0.5524126137541352,0.5148681112775968,0.5236510711522849,0.5647139214927416,0.2228223860298017,0.0133153192185361,-0.007338350523503,0.55,0.65,0.0,0.0,0.4487407674293048,0.5237948180846017,0.4862677927569533,0.5236510711522849,-0.4381702161423614,0.2252678786715725,0.0133176962510325,-0.0064526140024483,2026-04-17,51,21,0.07000000000000028,1.25,1.4500000000000002,1.35,0.20000000000000018,0.14814814814814828,0.0,1.0,0.0,0.0,0.500567952017275,0.5888840340836607,0.14997194176576875,long_straddle,14,14
2026-02-25,HUM,20260327,175.0,176.49,9.0,10.9,0.0,0.0,0.4012331362328671,0.4965363396331589,0.448884737933013,0.4322424006820594,0.5608371648873862,0.0181512146359124,0.1994068882222102,-0.1537273450697025,7.4,8.4,14.0,6.0,0.4070220520539337,0.4621389768481955,0.4345805144510646,0.4322424006820594,-0.4439742271783323,0.0181336144640824,0.1996117488700131,-0.1354813498563114,2026-03-27,30,0,1.490000000000009,16.4,19.3,17.85,2.900000000000002,0.16246498599439788,0.0,14.0,0.0,6.0,0.4417326261920388,0.5196650448926332,0.14996663613712147,long_straddle,15,15
2026-02-25,META,20260327,650.0,650.2000122070312,24.2,24.55,68.0,0.0,0.3127515950208109,0.3168006289824262,0.3147761120016186,0.3127515950208109,0.5314386317096622,0.0068589936308024,0.7408974149626566,-0.4220686028688583,22.25,22.6,55.0,122.0,0.3117198913849999,0.3164456560870455,0.3140827737360227,0.3127515950208109,-0.4719730781415353,0.0069341305513467,0.7406149882708561,-0.3568163961936861,2026-03-27,30,0,0.20001220703125,46.45,47.150000000000006,46.800000000000004,0.7000000000000028,0.014957264957265017,55.0,123.0,0.0,122.0,0.3144294428688207,0.3685257494561285,0.14679111749217877,long_straddle,16,16
2026-02-25,SFM,20260320,75.0,74.92,3.0,3.4,198.0,0.0,0.3878574696717688,0.4480620661068357,0.4179597678893023,0.4074873117650634,0.5280413218695912,0.0522270433079578,0.074764730597657,-0.0707476883661386,2.85,3.2,86.0,688.0,0.38465859353895,0.4315015192532881,0.4080800563961191,0.4074873117650634,-0.4744604490638664,0.0526683951299003,0.0747349987743883,-0.0633277626224222,2026-03-20,23,7,0.0799999999999983,5.85,6.6,6.225,0.75,0.12048192771084339,86.0,284.0,0.0,688.0,0.4099723107450275,0.4796859324860377,0.14533180362348727,long_straddle,17,17
2026-02-25,DECK,20260327,119.0,119.29,5.3,6.1,0.0,0.0,0.3639023748317506,0.4229307125635733,0.393416543697662,0.3668498697647853,0.542465140004049,0.0317490700418361,0.1355338188415435,-0.0897313315722181,4.3,5.3,0.0,3.0,0.338439216765625,0.4122397794297309,0.3753394980976779,0.3668498697647853,-0.4606913271734697,0.0321096039062951,0.1354992554656204,-0.0779400016267892,2026-03-27,30,0,0.29000000000000625,9.6,11.399999999999999,10.5,1.799999999999999,0.17142857142857132,0.0,0.0,0.0,3.0,0.38437802089767,0.4464355654344065,0.13900672200332223,long_straddle,18,18
2026-02-25,TSLA,20260327,415.0,414.25,19.85,20.05,337.0,0.0,0.4128344316717279,0.4160087787487935,0.4144216052102607,0.4128344316717279,0.5277469485812306,0.0081452680592454,0.4725547560696235,-0.3477659153171721,19.2,19.35,65.0,642.0,0.4091019825539777,0.4133366472626629,0.4112193149083203,0.4128344316717279,-0.4752113033424929,0.0082279602611269,0.4723588392927844,-0.3068393431219718,2026-03-27,30,0,0.75,39.05,39.400000000000006,39.225,0.3500000000000085,0.008922880815806463,65.0,402.0,0.0,642.0,0.4128204600592905,0.4793901066495424,0.13886320486567227,long_straddle,19,19
2026-02-25,KEYS,20260320,310.0,306.5,9.2,10.7,96.0,0.0,0.3196325390719894,0.3746779425464244,0.3471552408092069,0.3315517787056277,0.4831674947244522,0.0156176490616396,0.3087784066080292,-0.2394589897638965,10.7,12.6,65.0,23.0,0.3194308668261454,0.3648117811229776,0.3421213239745615,0.3315517787056277,-0.5204102436441351,0.0158058327174067,0.3083077234457878,-0.208956126686564,2026-03-20,23,7,3.5,19.9,23.299999999999997,21.599999999999998,3.3999999999999986,0.15740740740740736,65.0,161.0,0.0,23.0,0.3431605840638864,0.3980411146507776,0.13787653728947274,long_straddle,20,20
2026-02-25,BUD,20260327,79.0,78.61,1.75,2.15,0.0,0.0,0.2021502034343482,0.2465976149582284,0.2243739091962883,0.2273469697310162,0.502667431447429,0.0780449031369779,0.0899666096264271,-0.0383772267922506,1.85,2.15,2.0,0.0,0.1942986892432151,0.2277204465004839,0.2110095678718495,0.2273469697310162,-0.5036705542602775,0.0797525171043501,0.0897680091045454,-0.0306544512087247,2026-03-27,30,0,0.39000000000000057,3.6,4.3,3.95,0.6999999999999997,0.17721518987341764,0.0,2.0,0.0,0.0,0.2176917385340689,0.2522639833118926,0.13704788263443646,long_straddle,21,21
2026-02-25,TSN,20260320,62.5,61.91,0.9,1.15,21.0,0.0,0.2061357654627937,0.2477173295107188,0.2269265474867562,0.2377201201979536,0.4201215683143792,0.106909076701706,0.0600289973536638,-0.0339739006500103,1.8,2.0,16.0,604.0,0.211063337851179,0.2445381861154381,0.2278007619833085,0.2377201201979536,-0.5853353343259065,0.1090897957578197,0.0597393856835233,-0.027963117318128,2026-03-20,23,7,0.5900000000000034,2.7,3.15,2.925,0.44999999999999973,0.15384615384615377,16.0,37.0,0.0,604.0,0.2262142133599104,0.2618544664198756,0.13610710387050315,long_straddle,22,22
