analysis_date,symbol,expiry,strike,stock_price,call_bid,call_ask,call_volume,call_open_interest,call_bid_iv,call_ask_iv,call_mid_iv,call_model_iv,call_delta,call_gamma,call_vega,call_theta,put_bid,put_ask,put_volume,put_open_interest,put_bid_iv,put_ask_iv,put_mid_iv,put_model_iv,put_delta,put_gamma,put_vega,put_theta,expiry_date,days_to_expiry,dte_diff,atm_diff,straddle_bid,straddle_ask,straddle_mid,spread_abs,spread_pct_mid,min_leg_volume,total_volume,min_leg_open_interest,total_open_interest,IV30D,IV180D,iv_slope,side,rank_desc,rank_asc
2026-02-25,LII,20260417,550.0,539.38,22.4,28.4,0.0,0.0,0.31779242478492,0.3917595077373103,0.3547759662611151,0.3525335254790184,0.4862999947853148,0.0056192178511055,0.8110125571298887,-0.3067952976475148,29.0,36.0,0.0,0.0,0.3085698945523691,0.3951391427049305,0.3518545186286498,0.3525335254790184,-0.5195324511315869,0.0057333862519753,0.8086653924600569,-0.2535091745830584,2026-04-17,51,21,10.620000000000005,51.4,64.4,57.900000000000006,13.000000000000007,0.224525043177893,0.0,0.0,0.0,0.0,0.3533152424448824,0.3688123518089404,0.04201895432202374,none,181,181
2026-02-25,CZR,20260327,20.5,20.72,1.3,1.53,0.0,0.0,0.4889389373011018,0.5960098590959337,0.5424743981985177,0.5388602839934133,0.5658879529266794,0.1233217532868297,0.0233624754499075,-0.0222708920423253,1.06,1.28,0.0,18.0,0.5001040017474369,0.5986014830746528,0.5493527424110448,0.5388602839934133,-0.4359908442287085,0.1241856923310604,0.0233655277183446,-0.0202267338992747,2026-03-27,30,0,0.21999999999999886,2.3600000000000003,2.81,2.585,0.44999999999999973,0.17408123791102503,0.0,0.0,0.0,18.0,0.5459135703047813,0.5698540176945959,0.042011544441975135,none,182,182
2026-02-25,MOS,20260320,27.5,27.29,0.96,1.04,1448.0,0.0,0.4083443905491754,0.4379019429492462,0.4231231667492108,0.4302006556738475,0.4859205207550696,0.1436869819723503,0.0270521344505254,-0.0282783583712601,1.27,1.36,847.0,3005.0,0.4026114271624278,0.4319552555218396,0.4172833413421337,0.4302006556738475,-0.52709385554682,0.1375739537601178,0.0272456571098878,-0.0243050276736473,2026-03-20,23,7,0.21000000000000085,2.23,2.4000000000000004,2.3150000000000004,0.17000000000000037,0.07343412526997856,847.0,2295.0,0.0,3005.0,0.417413420584695,0.4353088171314079,0.04110965788526808,none,183,183
2026-02-25,CBRE,20260320,145.0,146.23,5.8,6.3,32.0,0.0,0.3468039290435118,0.3744278497712054,0.3606158894073586,0.3498474570244382,0.5612930373365771,0.0307894780464392,0.1447950921419378,-0.1193166612452572,4.3,4.7,22.0,20.0,0.339358199652174,0.3669837543781125,0.3531709770151433,0.3498474570244382,-0.4366455584949233,0.0309805031594166,0.1448293009657657,-0.1048878992363917,2026-03-20,23,7,1.2299999999999898,10.1,11.0,10.55,0.9000000000000004,0.08530805687203795,22.0,54.0,0.0,20.0,0.3546499201981108,0.3698251338067996,0.04103348372373326,none,184,184
2026-02-25,MNDY,20260320,75.0,73.55,4.9,5.2,62.0,0.0,0.7416327698284185,0.782201205872622,0.7619169878505203,0.752690160217646,0.5013797858319289,0.0288258884476117,0.0739651786414263,-0.1250558259854397,6.2,6.4,45.0,382.0,0.7408613977936302,0.7679130371617767,0.7543872174777035,0.752690160217646,-0.5000295427470001,0.0289656945679278,0.073940527587804,-0.117649163431567,2026-03-20,23,7,1.4500000000000028,11.100000000000001,11.600000000000001,11.350000000000001,0.5,0.04405286343612334,45.0,107.0,0.0,382.0,0.7571497055734202,0.7894304018843382,0.0408911238202447,none,185,185
2026-02-25,FCNCA,20260320,2000.0,2007.57,64.8,74.0,5.0,0.0,0.2903749991086716,0.3384792918485539,0.3144271454786128,0.3129108469660166,0.5447149211724699,0.0025233171832078,1.9956415462232255,-1.4798141388835546,52.6,64.0,12.0,4.0,0.2890080654483705,0.3461422189421316,0.317575142195251,0.3129108469660166,-0.458388881054012,0.0025514887445306,1.995257382474847,-1.280378210230232,2026-03-20,23,7,7.569999999999936,117.4,138.0,127.7,20.599999999999994,0.1613155833985904,5.0,17.0,0.0,4.0,0.3103187231085307,0.3234643969485579,0.04064024963500946,none,186,186
2026-02-25,CTVA,20260320,80.0,78.01,0.85,1.0,537.0,0.0,0.2288399289079942,0.2461068728230885,0.2374734008655413,0.2327491382091793,0.3404195058449172,0.0807600794574148,0.0711832550980535,-0.039065857976356,2.85,3.2,0.0,13.0,0.2220163754493147,0.2452277748036808,0.2336220751264977,0.2327491382091793,-0.6682768617170977,0.0829855883000114,0.0703863411073837,-0.0315120820168348,2026-03-20,23,7,1.9899999999999949,3.7,4.2,3.95,0.5,0.12658227848101264,0.0,537.0,0.0,13.0,0.2355477379960195,0.245495647803997,0.04052173591248297,none,187,187
2026-02-25,ENPH,20260327,49.0,49.16,3.55,4.25,4.0,0.0,0.6036352360530415,0.7293019971229925,0.6664686165880169,0.6267950391405512,0.5497895684508276,0.045016693825532,0.0557173574521017,-0.0610591579813739,3.05,3.6,1.0,0.0,0.5717596438422881,0.6704434149787478,0.621101529410518,0.6267950391405512,-0.4519533572274434,0.0453025721219169,0.0557173804132697,-0.0562025244030834,2026-03-27,30,0,0.1599999999999966,6.6,7.85,7.225,1.25,0.17301038062283738,1.0,5.0,0.0,0.0,0.6437850729992675,0.6709154409502247,0.040437835075806595,none,188,188
2026-02-25,SYK,20260320,380.0,384.08,11.0,12.0,6.0,0.0,0.219045366751195,0.245450511294596,0.2322479390228955,0.2269048429221143,0.5984687170622218,0.0177400224275244,0.3787088291832265,-0.2113155385340004,6.5,7.0,11.0,103.0,0.2231429220310233,0.2389837312751797,0.2310633266531015,0.2269048429221143,-0.4053514761452657,0.0179959835186436,0.3787863479181483,-0.1731838036568049,2026-03-20,23,7,4.079999999999984,17.5,19.0,18.25,1.5,0.0821917808219178,6.0,17.0,0.0,103.0,0.2283269617603713,0.2377925807518196,0.039806199846611025,none,189,189
2026-02-25,EGO,20260417,44.0,44.6,4.0,4.3,30.0,0.0,0.5477494335031435,0.5937826138563673,0.5707660236797554,0.5601503208546955,0.5748794124744552,0.0421599543829483,0.0651829630797395,-0.03829067992352,2.5,3.4,1.0,28.0,0.4326935068647939,0.5706572314824233,0.5016753691736087,0.5601503208546955,-0.4276995086285982,0.0425809385616842,0.065202009736585,-0.0339455457138062,2026-04-17,51,21,0.6000000000000014,6.5,7.699999999999999,7.1,1.1999999999999993,0.16901408450704217,1.0,31.0,0.0,28.0,0.536220696426682,0.558388161727253,0.03969902447788425,none,190,190
2026-02-25,PLD,20260320,140.0,140.03,3.3,3.6,10.0,0.0,0.2346685004146192,0.2565384677586826,0.2456034840866509,0.2565384677586826,0.5273659050321906,0.0467468986759929,0.1377025374706937,-0.0865478014870309,3.6,4.2,0.0,188.0,0.2313802828589098,0.2742833390384512,0.2528318109486805,0.2565384677586826,-0.5186824018403622,0.0446938511903098,0.1398171866984423,-0.0704356434661521,2026-03-20,23,7,0.030000000000001137,6.9,7.800000000000001,7.3500000000000005,0.9000000000000004,0.12244897959183677,0.0,10.0,0.0,188.0,0.2525487388160311,0.2625420127111272,0.03806352283164521,none,191,191
2026-02-25,BN,20260417,46.0,45.57,1.75,2.05,0.0,0.0,0.2816066502388791,0.3257088501233618,0.3036577501811205,0.3044480495692783,0.4959897676442227,0.0773618841688931,0.0680067219854709,-0.0225979962614277,2.1,2.6,0.0,1.0,0.2788711946325612,0.3526024215970779,0.3157368081148196,0.3044480495692783,-0.5105135090640884,0.0790263807559512,0.06782141288171,-0.0180707669169537,2026-04-17,51,21,0.4299999999999997,3.85,4.65,4.25,0.8000000000000003,0.1882352941176471,0.0,0.0,0.0,1.0,0.3096972791479701,0.3218375216233035,0.03772165039706906,none,192,192
2026-02-25,OSK,20260320,175.0,173.55,5.4,6.0,6.0,0.0,0.3339117982484155,0.368372016138361,0.3511419071933883,0.3454899510743349,0.4937504113417967,0.0265514556565635,0.174115074807573,-0.1408422257605606,5.5,6.9,4.0,3.0,0.2865931778265647,0.3670718435686202,0.3268325106975924,0.3454899510743349,-0.5095437533565894,0.0268468152502007,0.1739076210495662,-0.1236017335336514,2026-03-20,23,7,1.4499999999999886,10.9,12.9,11.9,2.0,0.1680672268907563,4.0,10.0,0.0,3.0,0.3400850382766083,0.3531292967674747,0.03693904360321495,none,193,193
2026-02-25,HSY,20260327,230.0,226.79,5.1,6.5,0.0,0.0,0.2399214513972327,0.2934747337750861,0.2666980925861594,0.2697585475548766,0.4597059668322292,0.0227271107900004,0.2620416346982619,-0.1289769243376097,7.4,9.0,0.0,2.0,0.230706271094851,0.2926263589837395,0.2616663150392953,0.2697585475548766,-0.5463091100367016,0.0231769628296144,0.2606398279241926,-0.1064800807672092,2026-03-27,30,0,3.210000000000008,12.5,15.5,14.0,3.0,0.21428571428571427,0.0,0.0,0.0,2.0,0.2641822038127274,0.274116345177077,0.036240601989393356,none,194,194
2026-02-25,WAL,20260320,90.0,88.9,2.75,3.2,1.0,0.0,0.3527693224449982,0.4031279480846707,0.3779486352648344,0.3926244873865796,0.4796087768106908,0.0459086330844021,0.0893216520445747,-0.0809671111531225,3.5,4.0,0.0,102.0,0.3390498340429677,0.3950808281132003,0.367065331078084,0.3926244873865796,-0.5233898866282587,0.0463711954603075,0.0892083689173084,-0.0721007904950923,2026-03-20,23,7,1.0999999999999943,6.25,7.2,6.725,0.9500000000000002,0.14126394052044614,0.0,1.0,0.0,102.0,0.3750999049101864,0.3892023708548393,0.0362342755355739,none,195,195
2026-02-25,RJF,20260320,160.0,159.47,4.4,5.1,10.0,0.0,0.2837067142395469,0.3275747399433542,0.3056407270914505,0.3035398664539193,0.5090525509459761,0.0329229487057959,0.1595710398899887,-0.114408430818524,4.7,5.3,0.0,91.0,0.2826287578950002,0.3265446195096022,0.3045866887023012,0.3035398664539193,-0.4946206949920685,0.0333329560182477,0.159414270058174,-0.0986413952788742,2026-03-20,23,7,0.5300000000000011,9.100000000000001,10.399999999999999,9.75,1.2999999999999972,0.13333333333333305,0.0,10.0,0.0,91.0,0.302738490156978,0.3140088541553613,0.03589186689878198,none,196,196
2026-02-25,IP,20260327,42.0,41.91,1.6,1.95,0.0,0.0,0.3273945343453617,0.400613627628695,0.3640040809870284,0.3768140341662213,0.5259746336893399,0.0883060110005863,0.047792249954786,-0.0323533582638846,1.6,1.85,1.0,3.0,0.3381957982736424,0.3905249382264388,0.3643603682500406,0.3768140341662213,-0.4754964991635452,0.0892511612886437,0.047773168459297,-0.0282302136915937,2026-03-27,30,0,0.09000000000000341,3.2,3.8,3.5,0.5999999999999996,0.17142857142857132,0.0,1.0,0.0,3.0,0.3641822246185345,0.3777151748937994,0.03582845269340824,none,197,197
2026-02-25,STZ,20260327,155.0,155.51,5.4,6.4,0.0,0.0,0.2740982034585076,0.3307364409024217,0.3024173221804647,0.3111217459063574,0.5462638233842344,0.028660992341021,0.1765728442921954,-0.1005322219466151,4.8,5.5,1.0,2.0,0.2964821064405436,0.3361347994802837,0.3163084529604136,0.3111217459063574,-0.457479374567116,0.0290502721168338,0.1765228122921334,-0.0851735847484045,2026-03-27,30,0,0.5099999999999909,10.2,11.9,11.05,1.700000000000001,0.15384615384615394,0.0,1.0,0.0,2.0,0.3093628875704391,0.3207720837847701,0.03556792124711915,none,198,198
2026-02-25,IAG,20260320,23.0,23.19,1.4,1.65,60.0,0.0,0.5518166424045696,0.6607086321656599,0.6062626372851148,0.6265561230796546,0.5586869111523689,0.1085119841613722,0.0229586648237769,-0.0328188811678189,1.2,1.5,2.0,56.0,0.5681772109937168,0.6988620060941657,0.6335196085439412,0.6265561230796546,-0.442685095411473,0.1090589079173723,0.0229604665375575,-0.0305194430438633,2026-03-20,23,7,0.19000000000000128,2.5999999999999996,3.15,2.875,0.5500000000000003,0.19130434782608705,2.0,62.0,0.0,56.0,0.6276034610064575,0.6507404752822459,0.035554902691050806,none,199,199
2026-02-25,DVA,20260320,150.0,148.78,4.5,5.4,290.0,0.0,0.3256309437541788,0.3859079438734683,0.3557694438138236,0.3762852079116611,0.4945157861403111,0.0284450218574144,0.1492276772726688,-0.1306391661559063,5.3,6.4,9.0,428.0,0.3251385202583563,0.3988965158204259,0.3620175180393911,0.3762852079116611,-0.5084660874335278,0.0287316501286387,0.1490833939672624,-0.115848827916114,2026-03-20,23,7,1.2199999999999989,9.8,11.8,10.8,2.0,0.18518518518518517,9.0,299.0,0.0,428.0,0.3547512370597852,0.3678015666817357,0.03548198486398283,none,200,200
2026-02-25,NTES,20260320,115.0,115.31,4.1,5.1,0.0,0.0,0.3551863773257634,0.4453821870981738,0.4002842822119686,0.4016629845917373,0.5359688175841164,0.0366394114426354,0.1108704928156498,-0.1090897838796376,4.4,5.0,196.0,145.0,0.3444540412275255,0.4057178623311279,0.3750859517793267,0.4016629845917373,-0.5039436083774986,0.034907911987379,0.1142090887266649,-0.0945617241169101,2026-03-20,23,7,0.3100000000000023,8.5,10.1,9.3,1.5999999999999996,0.17204301075268813,0.0,196.0,0.0,145.0,0.3859985215443594,0.4001087035587505,0.03526587122171722,none,201,201
2026-02-25,FERG,20260320,260.0,259.44,6.6,7.9,3.0,0.0,0.2798450815372375,0.3300550553197393,0.3049500684284884,0.3057594440989478,0.492980414119085,0.0204385205422762,0.2588933133628144,-0.1891762798555252,7.8,9.5,9.0,14.0,0.2700013013705159,0.3356556378478892,0.3028284696092025,0.3057594440989478,-0.5124470845092076,0.0203997152421645,0.2589634966400123,-0.160839539249423,2026-03-20,23,7,0.5600000000000023,14.399999999999999,17.4,15.899999999999999,3.0,0.18867924528301888,3.0,12.0,0.0,14.0,0.3037928143007865,0.3145371444202287,0.03415917741367785,none,202,202
2026-02-25,SYM,20260327,57.0,56.84,4.3,5.9,4.0,0.0,0.6729538769976379,0.921679628297383,0.7973167526475105,0.7653271367570988,0.5449842096647746,0.0319809238468336,0.0644410164777138,-0.085737814430713,4.8,5.7,0.0,0.0,0.7298241200038085,0.8697333202848208,0.7997787201443146,0.7653271367570988,-0.4564946335668365,0.0321476770975727,0.0644409579631348,-0.0801182293180771,2026-03-27,30,0,0.1599999999999966,9.1,11.600000000000001,10.350000000000001,2.5000000000000018,0.2415458937198069,0.0,4.0,0.0,0.0,0.7985477363959126,0.8261581392337182,0.03342023945126886,none,203,203
2026-02-25,EXPE,20260327,200.0,201.24,10.55,12.4,0.0,0.0,0.4309194871842131,0.5164768790804455,0.4736981831323292,0.4619076659795165,0.5488844658896168,0.0149274833874837,0.2279899734315353,-0.1869468716252385,9.0,10.85,0.0,49.0,0.41957801397898,0.5007486473646074,0.4601633306717937,0.4619076659795165,-0.4534975253410874,0.0150569081101552,0.2279772005074409,-0.1670482472489105,2026-03-27,30,0,1.240000000000009,19.55,23.25,21.4,3.6999999999999993,0.17289719626168223,0.0,0.0,0.0,49.0,0.4669307569020615,0.4823526291175481,0.031972194789734135,none,204,204
2026-02-25,TROW,20260320,95.0,95.31,2.45,2.9,5.0,0.0,0.2509448010579903,0.3001334444495375,0.2755391227537639,0.2715849011256102,0.5458504907870795,0.067059758545048,0.0914904866434223,-0.059027864574126,2.75,3.3,28.0,7892.0,0.249415712018069,0.3075141778586333,0.2784649449383511,0.2715849011256102,-0.533013986360264,0.062321949215647,0.0946747962946013,-0.0514167062579935,2026-03-20,23,7,0.3100000000000023,5.2,6.199999999999999,5.699999999999999,0.9999999999999991,0.17543859649122795,5.0,33.0,0.0,7892.0,0.274238324083736,0.2832418990526898,0.03178758156567415,none,205,205
2026-02-25,AER,20260320,150.0,149.97,4.0,4.2,1.0,0.0,0.2495885359239329,0.3031028373712205,0.2763456866475767,0.2880072517766368,0.526763825371908,0.0369757379383425,0.1494870622703858,-0.1026082252451372,3.5,3.9,3.0,8.0,0.2426659335489992,0.3096106627903052,0.2761382981696522,0.2880072517766368,-0.476973541036889,0.0374440582131189,0.1493883012459784,-0.0877953680246879,2026-03-20,23,7,0.030000000000001137,7.5,8.1,7.8,0.5999999999999996,0.07692307692307689,1.0,4.0,0.0,8.0,0.2704982306603999,0.2793163946149181,0.0315705204725824,none,206,206
2026-02-25,WFRD,20260320,105.0,105.13,4.9,5.2,17.0,0.0,0.4528683562911135,0.4719998347930264,0.4624340955420699,0.4712840830640131,0.5334649993714627,0.0321989740364111,0.1045310021912486,-0.1139284134937508,4.5,4.8,5.0,70.0,0.4427263876510692,0.4714296952471389,0.457078041449104,0.4712840830640131,-0.4686148718671492,0.0324311961032651,0.1045102103257153,-0.103503272823012,2026-03-20,23,7,0.12999999999999545,9.4,10.0,9.7,0.5999999999999996,0.06185567010309275,5.0,22.0,0.0,70.0,0.4584684354575885,0.4733890796549065,0.031518775651088016,none,207,207
2026-02-25,MET,20260320,75.0,74.64,2.0,2.1,24.0,0.0,0.2768328969728884,0.2901950832586636,0.283513990115776,0.2774424482995389,0.5021885867411039,0.0768525760003683,0.0748389624415257,-0.0493173018221053,2.0,2.25,23.0,1173.0,0.2537605110085411,0.287206807438543,0.2704836592235421,0.2774424482995389,-0.5019753513710762,0.0779380901452498,0.0747435346531397,-0.041935349293861,2026-03-20,23,7,0.35999999999999943,4.0,4.35,4.175,0.34999999999999964,0.08383233532934124,23.0,47.0,0.0,1173.0,0.2769422934914529,0.2857872126449162,0.03094931740159034,none,208,208
2026-02-25,CB,20260320,335.0,336.58,6.8,7.8,60.0,0.0,0.1667402575933065,0.1970322687788958,0.1818862631861011,0.1863971082285406,0.5709037140669487,0.0254235421741527,0.3303521954436084,-0.1539807705293236,5.5,6.6,3.0,143.0,0.1773343490981149,0.2102307099487601,0.1937825295234375,0.1863971082285406,-0.467714259635936,0.0254912599172453,0.3343735353417498,-0.1191905547250549,2026-03-20,23,7,1.579999999999984,12.3,14.399999999999999,13.35,2.099999999999998,0.1573033707865167,3.0,63.0,0.0,143.0,0.1898368068739263,0.1958440384313972,0.030673548225340522,none,209,209
2026-02-25,FSLR,20260327,210.0,211.91,13.55,15.65,2.0,0.0,0.5046292116089633,0.5922637047685251,0.5484464581887443,0.5657361743995415,0.5627611098988634,0.0114796054279491,0.2395987925983682,-0.238249944687892,11.45,13.35,88.0,12.0,0.5251391357319407,0.6044259691497672,0.564782552440854,0.5657361743995415,-0.4390533121117611,0.0115571244540534,0.239628962570503,-0.2173213516173699,2026-03-27,30,0,1.9099999999999966,25.0,29.0,27.0,4.0,0.14814814814814814,2.0,90.0,0.0,12.0,0.5566145053147991,0.5741429602537682,0.030529774206796274,none,210,210
2026-02-25,AXON,20260320,520.0,520.02,28.9,31.3,153.0,0.0,0.5455861251431917,0.6093330549560386,0.5774595900496151,0.5617376320309857,0.5342575700168943,0.0054505223558531,0.5184271990732512,-0.6641390901812301,27.9,33.0,96.0,426.0,0.5378540325373425,0.626734019812067,0.5822940261747047,0.5617376320309857,-0.467480801510946,0.0054826910582921,0.5183664404231081,-0.6125912116601562,2026-03-20,23,7,0.01999999999998181,56.8,64.3,60.55,7.5,0.12386457473162676,96.0,249.0,0.0,426.0,0.5751377751916463,0.5930308098926345,0.030172183978480954,none,211,211
2026-02-25,TFC,20260320,50.0,50.45,1.65,1.85,19.0,0.0,0.2668525186129593,0.30689746620951,0.2868749924112347,0.2961717608802511,0.5759710104136869,0.1044728510955897,0.0499639651971151,-0.0353052670531464,1.17,1.28,72.0,3444.0,0.2835343232530192,0.3055521856149063,0.2945432544339628,0.2961717608802511,-0.4277891136833532,0.1056729253293213,0.0499677006219314,-0.0302901512786832,2026-03-20,23,7,0.45000000000000284,2.82,3.13,2.9749999999999996,0.31000000000000005,0.10420168067226894,19.0,91.0,0.0,3444.0,0.2937484749027773,0.302866529343313,0.03010585045599402,none,212,212
2026-02-25,RHI,20260320,22.5,23.64,1.9,2.1,35.0,0.0,0.520986957881448,0.6122783000461868,0.5666326289638174,0.576211904525946,0.6686529364622632,0.1066865400110377,0.0219123742046756,-0.0292044785637006,0.75,0.9,27.0,1140.0,0.5472023128620327,0.6156291119430857,0.5814157124025592,0.576211904525946,-0.3323348767251546,0.107138210595885,0.0219211231259995,-0.0269049351563738,2026-03-20,23,7,1.1400000000000006,2.65,3.0,2.825,0.3500000000000001,0.12389380530973454,27.0,62.0,0.0,1140.0,0.5282530322041061,0.5446031786189142,0.030022128141578546,none,213,213
2026-02-25,W,20260327,75.0,74.26,4.95,5.7,0.0,0.0,0.6093065741474126,0.6977588381162043,0.6535327061318085,0.6632243435180593,0.5237028997448275,0.0282874254541985,0.0847722902392735,-0.0978277385251527,5.75,6.55,0.0,12.0,0.641764136272551,0.7361835632435882,0.6889738497580696,0.6632243435180593,-0.4781001087817791,0.0284656114047008,0.0847565225473312,-0.0904410239412607,2026-03-27,30,0,0.7399999999999949,10.7,12.25,11.475,1.5500000000000007,0.1350762527233116,0.0,0.0,0.0,12.0,0.671253277944939,0.6913060149440923,0.029007033883214423,none,214,214
2026-02-25,KNX,20260320,60.0,58.9,1.55,1.85,5.0,0.0,0.3467588866979406,0.399194646361663,0.3729767665298018,0.3898413344623997,0.4437451885400467,0.0690879882434782,0.0571727578452281,-0.0515409223356853,2.65,3.1,7.0,282.0,0.3407562868944691,0.4195738818404458,0.3801650843674574,0.3898413344623997,-0.559701028765148,0.0697891139774726,0.0570780773234007,-0.0456814850725533,2026-03-20,23,7,1.1000000000000014,4.2,4.95,4.575,0.75,0.16393442622950818,5.0,12.0,0.0,282.0,0.3779896080362846,0.3891529593414455,0.02868628141503116,none,215,215
2026-02-25,BEN,20260320,27.0,27.26,0.9,1.0,14.0,0.0,0.2679973823436217,0.3051446905564629,0.2865710364500423,0.2716512183598377,0.5821696362789945,0.2106885526339093,0.0269112043553938,-0.0176613570300955,0.55,0.65,31.0,120.0,0.2557308104115113,0.2928889379284522,0.2743098741699817,0.2716512183598377,-0.4210390740800213,0.2132071727798599,0.0269144667151148,-0.0149540261283707,2026-03-20,23,7,0.26000000000000156,1.4500000000000002,1.65,1.55,0.19999999999999973,0.12903225806451596,14.0,45.0,0.0,120.0,0.2805770515349465,0.2888214298117703,0.028544898078362056,none,216,216
2026-02-25,BTI,20260320,60.0,62.92,3.4,3.7,54.0,0.0,0.2168075354533197,0.2838528362170067,0.2503301858351632,0.2639860342696147,0.7843125138167539,0.0702482153859006,0.0470052912120393,-0.0320832030320787,0.45,0.55,447.0,2346.0,0.2458881437293207,0.2671875749958777,0.2565378593625992,0.2639860342696147,-0.2169687583211317,0.0708008540545777,0.0470779497496459,-0.0258330468215269,2026-03-20,23,7,2.9200000000000017,3.85,4.25,4.05,0.3999999999999999,0.09876543209876541,54.0,501.0,0.0,2346.0,0.2302344035001075,0.236997377152986,0.02853606961444509,none,217,217
2026-02-25,LPLA,20260320,320.0,316.3,10.5,12.8,1.0,0.0,0.3750940133797534,0.4473479968478873,0.4112210051138204,0.4194955595603361,0.4844089224120106,0.0119823907897904,0.3182366580040057,-0.3074893532138905,14.1,16.0,3.0,84.0,0.389663851850785,0.4494202491974835,0.4195420505241343,0.4194955595603361,-0.5181385309518567,0.0120730742493329,0.3179236853416984,-0.2754891581996137,2026-03-20,23,7,3.6999999999999886,24.6,28.8,26.700000000000003,4.199999999999999,0.15730337078651682,1.0,4.0,0.0,84.0,0.4186860045769643,0.4309130953362829,0.02837484145098127,none,218,218
2026-02-25,NRG,20260327,185.0,182.94,8.0,9.9,0.0,0.0,0.4117823355353125,0.5023702293917212,0.4570762824635168,0.4247237586468161,0.4995388909539873,0.0179264278706664,0.2098377693179021,-0.1583806927579871,8.6,10.4,0.0,2.0,0.3718825471885988,0.4577280792969111,0.414805313242755,0.4247237586468161,-0.5035465892105601,0.0181161395167453,0.2096274375377493,-0.1402063532492476,2026-03-27,30,0,2.0600000000000023,16.6,20.3,18.450000000000003,3.6999999999999993,0.20054200542005413,0.0,0.0,0.0,2.0,0.4359407978531359,0.4483069283816625,0.02758407186158582,none,219,219
2026-02-25,TEL,20260320,240.0,241.03,8.8,9.6,2.0,0.0,0.3298562565703357,0.3632098252003983,0.3465330408853669,0.3503450564866625,0.5479737565275945,0.018713622725694,0.2398556248501222,-0.1970433071606034,7.2,8.1,125.0,32.0,0.3294140479791676,0.3669417182452802,0.348177883112224,0.3503450564866625,-0.4547167218463254,0.018895398924382,0.2398245402021013,-0.1731206700354191,2026-03-20,23,7,1.0300000000000011,16.0,17.7,16.85,1.6999999999999993,0.10089020771513348,2.0,127.0,0.0,32.0,0.3444690759567563,0.3542390942952833,0.027580293919741608,none,220,220
2026-02-25,CFG,20260320,62.5,63.02,2.2,2.4,22.0,0.0,0.2919343374737942,0.3239712163369005,0.3079527769053474,0.3097592062205762,0.5706898769385097,0.0801909883336972,0.0624368511365793,-0.0459778534878463,1.35,1.65,1.0,152.0,0.2634339996174734,0.3115108977977818,0.2874724487076275,0.3097592062205762,-0.4321618045862402,0.0810351800210999,0.0624399074984254,-0.0397189020774184,2026-03-20,23,7,0.5200000000000031,3.5500000000000003,4.05,3.8,0.49999999999999956,0.13157894736842093,1.0,23.0,0.0,152.0,0.3043194202216749,0.3128835047608003,0.027371479828163625,none,221,221
2026-02-25,NVMI,20260320,460.0,462.23,27.1,30.5,0.0,0.0,0.5634346916767633,0.6376211343641841,0.6005279130204737,0.5704419207115177,0.5424198384933553,0.0060385534949282,0.4583960515957024,-0.59805655629631,22.8,26.9,0.0,3.0,0.5185949070880718,0.6080350932574644,0.563315000172768,0.5704419207115177,-0.4592078125862369,0.0060736198115758,0.4583770240781284,-0.5522523965969413,2026-03-20,23,7,2.230000000000018,49.900000000000006,57.4,53.650000000000006,7.499999999999993,0.13979496738117414,0.0,0.0,0.0,3.0,0.576497247759876,0.5922699550223666,0.026630942746192383,none,222,222
2026-02-25,ORLY,20260320,93.33,91.81,2.0,2.15,5.0,0.0,0.2787852280520161,0.2955416421395505,0.2871634350957833,0.2919493611492845,0.4394631400403077,0.0587959991691256,0.0894715118763382,-0.0612643344420873,3.1,3.5,1.0,745.0,0.2568767718827663,0.3016829099210074,0.2792798409018868,0.2919493611492845,-0.5654180303029025,0.0597124496180033,0.0892436752816463,-0.0522609015176738,2026-03-20,23,7,1.519999999999996,5.1,5.65,5.375,0.5500000000000007,0.10232558139534897,1.0,6.0,0.0,745.0,0.2836161245273035,0.2913430440210552,0.026521722939070014,none,223,223
2026-02-25,SITM,20260320,410.0,422.89,37.2,41.2,6.0,0.0,0.7046390335067015,0.8112676991034566,0.757953366305079,0.7331944516578193,0.6081351355845748,0.0049592873973059,0.4126981500414217,-0.6888236075506526,22.6,26.7,1.0,5.0,0.6948962183636277,0.7966506782161389,0.7457734482898832,0.7331944516578193,-0.3928654222921993,0.0049781554876512,0.4127784773017815,-0.6474994147366147,2026-03-20,23,7,12.889999999999986,59.800000000000004,67.9,63.85000000000001,8.100000000000001,0.12685982772122162,1.0,7.0,0.0,5.0,0.744370100591524,0.7644653537652768,0.026286676138789305,none,224,224
2026-02-25,SANM,20260320,165.0,163.13,8.7,10.0,3.0,0.0,0.534992946091244,0.6512372737292831,0.5931151099102636,0.5937406624592486,0.5063674307426921,0.0164464682921883,0.1634292492586304,-0.2211683070721211,10.2,11.0,0.0,3.0,0.5621816995187475,0.6233856654699005,0.592783682494324,0.5937406624592486,-0.4953855312697519,0.0165446795496892,0.1633719677569463,-0.2048564052863497,2026-03-20,23,7,1.8700000000000045,18.9,21.0,19.95,2.1000000000000014,0.10526315789473692,0.0,3.0,0.0,3.0,0.587562046233836,0.6029084900539218,0.025454018434394977,none,225,225
